545.2,554.17,557.87,567,586.3,572.22,562.108,569.386,564.4713333,568.028
554.17,557.87,567,586.3,572.22,567.3,567.512,571.69,566.698,569.918
557.87,567,586.3,572.22,567.3,575,570.138,572.363,568.2546667,571.4565
567,586.3,572.22,567.3,575,585.8,573.564,571.038,569.7346667,572.223
586.3,572.22,567.3,575,585.8,583,577.324,569.284,570.668,573.0235
572.22,567.3,575,585.8,583,568.24,576.664,565.653,570.0013333,572.6585
567.3,575,585.8,583,568.24,560.9,575.868,566.291,570.72,573.3655
575,585.8,583,568.24,560.9,544.62,574.588,567.313,571.896,574.7455
585.8,583,568.24,560.9,544.62,549.46,568.512,567.82,571.776,575.06
583,568.24,560.9,544.62,549.46,549.99,561.244,567.34,571.59,575.424
568.24,560.9,544.62,549.46,549.99,578.6,554.642,566.67,571.3233333,574.9885
560.9,544.62,549.46,549.99,578.6,577.52,556.714,568.146,572.5313333,574.5
544.62,549.46,549.99,578.6,577.52,580.07,560.038,570.55,574.798,574.061
549.46,549.99,578.6,577.52,580.07,581,567.128,573.408,577.2426667,574.033
549.99,578.6,577.52,580.07,581,576.3,573.436,576.763,580.1506667,573.712
578.6,577.52,580.07,581,576.3,583,578.698,579.664,581.7706667,573.537
577.52,580.07,581,576.3,583,584.94,579.578,580.44,580.4286667,572.357
580.07,581,576.3,583,584.94,573.2,581.062,582.178,578.7353333,570.3705
581,576.3,583,584.94,573.2,583.01,579.688,582.3,576.3346667,568.3375
576.3,583,584.94,573.2,583.01,579,580.09,583.508,573.804,561.7645
583,584.94,573.2,583.01,579,586.36,580.63,583.307,571.8166667,555.701
584.94,573.2,583.01,579,586.36,594.9,581.302,580.854,569.95,548.893
573.2,583.01,579,586.36,594.9,581.29,583.294,577.572,566.8066667,542.229
583.01,579,586.36,594.9,581.29,593.08,584.912,574.658,564.554,536.4415
579,586.36,594.9,581.29,593.08,574.29,586.926,570.661,555.656,530.745
586.36,594.9,581.29,593.08,574.29,558.47,585.984,567.41,547.3913333,525.0045
594.9,581.29,593.08,574.29,558.47,552.12,580.406,564.274,538.09,519.077
581.29,593.08,574.29,558.47,552.12,544.06,571.85,558.563,528.5406667,513.173
593.08,574.29,558.47,552.12,544.06,543.04,564.404,554.375,520.2846667,507.663
574.29,558.47,552.12,544.06,543.04,546.49,554.396,540.021,512.018,500.765
558.47,552.12,544.06,543.04,546.49,555,548.836,528.095,504.678,495.3355
552.12,544.06,543.04,546.49,555,537.79,548.142,516.932,498.634,490.6975
544.06,543.04,546.49,555,537.79,539.41,545.276,506.886,493.614,485.115
543.04,546.49,555,537.79,539.41,449.54,544.346,498.225,488.7493333,479.816
546.49,555,537.79,539.41,449.54,455.03,525.646,490.829,482.888,474.868
555,537.79,539.41,449.54,455.03,446.84,507.354,482.599,477.502,470.453
537.79,539.41,449.54,455.03,446.84,451.66,485.722,473.88,471.5493333,465.242
539.41,449.54,455.03,446.84,451.66,457.45,468.496,467.783,465.0613333,461.3805
449.54,455.03,446.84,451.66,457.45,469.08,452.104,460.951,458.306,456.0875
455.03,446.84,451.66,457.45,469.08,464.19,456.012,461.509,457.942,455.2105
446.84,451.66,457.45,469.08,464.19,467.81,457.844,462.576,458.1526667,454.417
451.66,457.45,469.08,464.19,467.81,476.82,462.038,464.463,458.4153333,453.0685
457.45,469.08,464.19,467.81,476.82,471.09,467.07,463.344,459.0086667,452.3815
469.08,464.19,467.81,476.82,471.09,455.12,469.798,461.407,457.4153333,451.6595
464.19,467.81,476.82,471.09,455.12,465.7,467.006,458.907,454.9433333,450.2145
467.81,476.82,471.09,455.12,465.7,465.71,467.308,458.307,453.2746667,448.997
476.82,471.09,455.12,465.7,465.71,440.47,466.888,456.604,450.0786667,446.2875
471.09,455.12,465.7,465.71,440.47,438.08,459.618,454.978,447.4853333,444.114
455.12,465.7,465.71,440.47,438.08,444.08,453.016,451.224,445.6133333,442.1945
465.7,465.71,440.47,438.08,444.08,458.19,450.808,448.912,444.6173333,441.8235
465.71,440.47,438.08,444.08,458.19,450.78,449.306,446.258,442.8933333,440.7685
440.47,438.08,444.08,458.19,450.78,460.56,446.32,441.674,439.4206667,440.334
438.08,444.08,458.19,450.78,460.56,433.55,450.338,441.419,438.946,441.8695
444.08,458.19,450.78,460.56,433.55,432,449.432,441.912,438.5873333,443.735
458.19,450.78,460.56,433.55,432,439.16,447.016,441.522,438.8286667,445.174
450.78,460.56,433.55,432,439.16,419.87,443.21,439.687,437.9226667,445.474
460.56,433.55,432,439.16,419.87,437.92,437.028,435.971,438.3386667,447.257
433.55,432,439.16,419.87,437.92,443.01,432.5,433.25,439.0466667,449.619
432,439.16,419.87,437.92,443.01,440.18,434.392,433.165,441.836,453.0845
439.16,419.87,437.92,443.01,440.18,439.84,436.028,434.735,444.56,456.9345
419.87,437.92,443.01,440.18,439.84,413.62,436.164,435.279,446.2286667,460.424
437.92,443.01,440.18,439.84,413.62,433.35,434.914,438.994,450.6666667,465.9125
443.01,440.18,439.84,413.62,433.35,432.7,434,442.32,455.3253333,470.629
440.18,439.84,413.62,433.35,432.7,447.7,431.938,445.558,459.3153333,475.2095
439.84,413.62,433.35,432.7,447.7,444.6,433.442,448.826,463.9033333,479.105
413.62,433.35,432.7,447.7,444.6,457.02,434.394,451.261,468.5106667,483.171
433.35,432.7,447.7,444.6,457.02,471.18,443.074,458.543,476.2453333,488.3245
432.7,447.7,444.6,457.02,471.18,475.39,450.64,465.988,482.8386667,491.9045
447.7,444.6,457.02,471.18,475.39,472.86,459.178,473.004,489.6333333,495.355
444.6,457.02,471.18,475.39,472.86,464.19,464.21,479.134,494.326,498.31
457.02,471.18,475.39,472.86,464.19,486.44,468.128,485.569,499.43,500.8515
471.18,475.39,472.86,464.19,486.44,507.8,474.012,492.831,503.408,503.7955
475.39,472.86,464.19,486.44,507.8,502.86,481.336,498.938,505.6593333,508.4515
472.86,464.19,486.44,507.8,502.86,509,486.83,504.861,507.414,512.0955
464.19,486.44,507.8,502.86,509,508.95,494.058,509.384,509.6766667,515.9785
486.44,507.8,502.86,509,508.95,529.64,503.01,515.081,511.7593333,520.568
507.8,502.86,509,508.95,529.64,532.25,511.65,518.106,513.7233333,524.566
502.86,509,508.95,529.64,532.25,534.62,516.54,517.821,517.49,527.9005
509,508.95,529.64,532.25,534.62,518.09,522.892,517.706,520.5173333,530.1885
508.95,529.64,532.25,534.62,518.09,521.16,524.71,517.486,523.2853333,533.956
529.64,532.25,534.62,518.09,521.16,516.69,527.152,516.134,526.4206667,538.521
532.25,534.62,518.09,521.16,516.69,504.95,524.562,514.76,528.8713333,542.0785
534.62,518.09,521.16,516.69,504.95,501.71,519.102,517.965,531.6873333,546.2635
518.09,521.16,516.69,504.95,501.71,506.8,512.52,519.33,532.6206667,551.415
521.16,516.69,504.95,501.71,506.8,495.43,510.262,522.573,537.038,558.2015
516.69,504.95,501.71,506.8,495.43,515.9,505.116,526.055,542.3106667,564.056
504.95,501.71,506.8,495.43,515.9,564.3,504.958,531.026,547.9173333,570.558
501.71,506.8,495.43,515.9,564.3,548.27,516.828,537.98,555.3173333,577.9705
506.8,495.43,515.9,564.3,548.27,550.52,526.14,542.671,564.38,584.469
495.43,515.9,564.3,548.27,550.52,555.98,534.884,550.426,574.1813333,591.5915
515.9,564.3,548.27,550.52,555.98,566.4,546.994,560.908,583.7026667,599.67
564.3,548.27,550.52,555.98,566.4,574.49,557.094,569.397,592.4246667,608.1415
548.27,550.52,555.98,566.4,574.49,548.62,559.132,574.562,598.3513333,614.186
550.52,555.98,566.4,574.49,548.62,584.35,559.202,583.5,603.912,621.3465
555.98,566.4,574.49,548.62,584.35,600.25,565.968,593.83,610.494,628.947
566.4,574.49,548.62,584.35,600.25,600.79,574.822,602.057,617.2286667,636.185
574.49,548.62,584.35,600.25,600.79,615.95,581.7,610.09,625.1573333,643.407
548.62,584.35,600.25,600.79,615.95,637.65,589.992,617.961,632.5373333,649.719
584.35,600.25,600.79,615.95,637.65,653.82,607.798,626.267,642.0613333,657.1225
600.25,600.79,615.95,637.65,653.82,638.25,621.692,632.757,649.94,662.3895
600.79,615.95,637.65,653.82,638.25,646.73,629.292,638.432,656.6393333,666.2455
615.95,637.65,653.82,638.25,646.73,653.2,638.48,646.886,663.976,669.8735
637.65,653.82,638.25,646.73,653.2,631.68,645.93,653.81,669.628,672.5375
653.82,638.25,646.73,653.2,631.68,649.25,644.736,659.193,673.564,675.153
638.25,646.73,653.2,631.68,649.25,657,643.822,664.064,675.9553333,677.1645
646.73,653.2,631.68,649.25,657,685.33,647.572,670.313,678.5633333,680.2195
653.2,631.68,649.25,657,685.33,685.19,655.292,676.724,680.338,682.843
631.68,649.25,657,685.33,685.19,691.48,661.69,681.477,681.4066667,686.104
649.25,657,685.33,685.19,691.48,702.53,673.65,687.978,685.292,690.2635
657,685.33,685.19,691.48,702.53,700.74,684.306,692.022,688.2786667,693.564
685.33,685.19,691.48,702.53,700.74,710.84,693.054,694.059,691.102,695.6395
685.19,691.48,702.53,700.74,710.84,700.73,698.156,692.861,692.0266667,695.581
691.48,702.53,700.74,710.84,700.73,696.69,701.264,691.265,694.242,695.398
702.53,700.74,710.84,700.73,696.69,689.69,702.306,691.113,695.8013333,695.474
700.74,710.84,700.73,696.69,689.69,677.37,699.738,690.265,696.65,695.1975
710.84,700.73,696.69,689.69,677.37,673.35,695.064,690.126,696.5013333,694.7735
700.73,696.69,689.69,677.37,673.35,669.23,687.566,688.962,694.7226667,692.91
696.69,689.69,677.37,673.35,669.23,689.96,681.266,690.731,693.4426667,691.1735
689.69,677.37,673.35,669.23,689.96,694.05,679.92,692.549,693.1966667,690.174
677.37,673.35,669.23,689.96,694.05,699.35,680.792,695.106,693.684,688.7155
673.35,669.23,689.96,694.05,699.35,699.2,685.188,697.22,694.6766667,687.274
669.23,689.96,694.05,699.35,699.2,718.42,690.358,698.301,694.6913333,684.899
689.96,694.05,699.35,699.2,718.42,714.87,700.196,699.531,694.476,683.119
694.05,699.35,699.2,718.42,714.87,715.26,705.178,699.835,693.592,680.1035
699.35,699.2,718.42,714.87,715.26,698.51,709.42,700.13,691.3566667,677.485
699.2,718.42,714.87,715.26,698.51,684.16,709.252,699.421,687.9693333,675.545
718.42,714.87,715.26,698.51,684.16,681.53,706.244,696.858,683.0793333,672.1885
714.87,715.26,698.51,684.16,681.53,693,698.866,691.616,677.4266667,669.466
715.26,698.51,684.16,681.53,693,697,694.492,687.799,671.7453333,668.4145
698.51,684.16,681.53,693,697,692.26,690.84,682.325,666.84,669.2985
684.16,681.53,693,697,692.26,673.57,689.59,677.328,664.3093333,671.4625
681.53,693,697,692.26,673.57,666,687.472,671.497,660.8366667,673.537
693,697,692.26,673.57,666,676.7,684.366,666.707,659.666,675.023
697,692.26,673.57,666,676.7,660.52,681.106,660.372,659.722,675.5335
692.26,673.57,666,676.7,660.52,648.54,673.81,654.84,662.118,676.0335
673.57,666,676.7,660.52,648.54,625.85,665.066,651.669,665.42,676.159
666,676.7,660.52,648.54,625.85,633.63,655.522,647.519,668.892,676.442
676.7,660.52,648.54,625.85,633.63,629.65,649.048,647.316,671.9086667,676.872
660.52,648.54,625.85,633.63,629.65,641.68,639.638,649.03,673.676,676.4625
648.54,625.85,633.63,629.65,641.68,660.55,635.87,656.272,676.7746667,677.2275
625.85,633.63,629.65,641.68,660.55,632.07,638.272,665.597,679.8566667,678.589
633.63,629.65,641.68,660.55,632.07,663.97,639.516,675.577,683.4153333,679.834
629.65,641.68,660.55,632.07,663.97,693.84,645.584,683.339,686.1466667,680.388
641.68,660.55,632.07,663.97,693.84,732.94,658.422,690.695,688.7373333,680.8865
660.55,632.07,663.97,693.84,732.94,741.79,676.674,697.227,691.0133333,680.4765
632.07,663.97,693.84,732.94,741.79,725.65,692.922,700.649,692.028,678.249
663.97,693.84,732.94,741.79,725.65,711.25,711.638,705.365,693.2733333,677.651
693.84,732.94,741.79,725.65,711.25,703.21,721.094,706.428,691.9893333,676.322
732.94,741.79,725.65,711.25,703.21,707,722.968,703.895,688.3746667,672.73
741.79,725.65,711.25,703.21,707,694.77,717.78,698.183,681.744,667.3525
725.65,711.25,703.21,707,694.77,679.23,708.376,691.581,673.358,661.022
711.25,703.21,707,694.77,679.23,674.6,699.092,684.091,666.322,655.2205
703.21,707,694.77,679.23,674.6,668.51,691.762,677.437,661.398,649.3605
707,694.77,679.23,674.6,668.51,675.82,684.822,671.078,655.984,643.1515
694.77,679.23,674.6,668.51,675.82,675.77,678.586,663.726,650.5433333,637.0025
679.23,674.6,668.51,675.82,675.77,650.75,674.786,655.849,645.2373333,631.4835
674.6,668.51,675.82,675.77,650.75,644.71,669.09,649.937,640.5966667,626.6495
668.51,675.82,675.77,650.75,644.71,639.62,663.112,646.216,635.2266667,621.283
675.82,675.77,650.75,644.71,639.62,633.48,657.334,641.565,629.2613333,616.2325
675.77,650.75,644.71,639.62,633.48,616,648.866,636.522,623.1413333,610.8495
650.75,644.71,639.62,633.48,616,620.11,636.912,630.463,617.0493333,605.511
644.71,639.62,633.48,616,620.11,637.39,630.784,626.35,612.5026667,601.3745
639.62,633.48,616,620.11,637.39,622,629.32,621.284,607.34,597.144
633.48,616,620.11,637.39,622,625.39,625.796,615.225,602.532,592.8045
616,620.11,637.39,622,625.39,615.18,624.178,610.279,598.1773333,588.473
620.11,637.39,622,625.39,615.18,609.62,624.014,607.118,595.044,584.4365
637.39,622,625.39,615.18,609.62,594.05,621.916,603.362,591.5713333,579.696
622,625.39,615.18,609.62,594.05,579.03,613.248,596.35,586.4186667,574.264
625.39,615.18,609.62,594.05,579.03,584.02,604.654,590.9,581.8073333,569.403
615.18,609.62,594.05,579.03,584.02,584.39,596.38,585.177,576.5713333,564.266
609.62,594.05,579.03,584.02,584.39,582.55,590.222,580.559,571.244,559.5735
594.05,579.03,584.02,584.39,582.55,567.27,584.808,576.399,565.6226667,554.8165
579.03,584.02,584.39,582.55,567.27,567.5,579.452,573.004,561.2693333,551.0815
584.02,584.39,582.55,567.27,567.5,568.16,577.146,570.384,557.6526667,548.306
584.39,582.55,567.27,567.5,568.16,569,573.974,566.667,553.5613333,545.495
582.55,567.27,567.5,568.16,569,568.02,570.896,561.755,549.3573333,542.533
567.27,567.5,568.16,569,568.02,560.1,567.99,556.03,544.8193333,539.168
567.5,568.16,569,568.02,560.1,552.83,566.556,552.178,541.6246667,536.3745
568.16,569,568.02,560.1,552.83,546.85,563.622,547.906,538.6926667,533.6435
569,568.02,560.1,552.83,546.85,535.27,559.36,543.355,536.002,530.5555
568.02,560.1,552.83,546.85,535.27,525.3,552.614,538.588,533.0786667,527.7685
560.1,552.83,546.85,535.27,525.3,528.75,544.07,533.234,529.5606667,525.1175
552.83,546.85,535.27,525.3,528.75,524.78,537.8,529.159,526.314,522.722
546.85,535.27,525.3,528.75,524.78,522.65,532.19,526.228,523.6506667,520.718
535.27,525.3,528.75,524.78,522.65,521.33,527.35,524.323,520.954,518.706
525.3,528.75,524.78,522.65,521.33,514.48,524.562,523.311,519.4866667,516.8385
528.75,524.78,522.65,521.33,514.48,519.35,522.398,522.306,518.8,515.5755
524.78,522.65,521.33,514.48,519.35,523.52,520.518,520.571,517.696,513.714
522.65,521.33,514.48,519.35,523.52,527.8,520.266,519.381,516.894,512.3525
521.33,514.48,519.35,523.52,527.8,525.15,521.296,517.756,515.8246667,511.65
514.48,519.35,523.52,527.8,525.15,515.25,522.06,516.949,514.264,511.3585
519.35,523.52,527.8,525.15,515.25,511.4,522.214,517.001,513.3013333,511.422
523.52,527.8,525.15,515.25,511.4,512.88,520.624,516.285,511.446,511.191
527.8,525.15,515.25,511.4,512.88,506.4,518.496,515.208,509.7146667,511.304
525.15,515.25,511.4,512.88,506.4,513.26,514.216,513.089,508.4346667,510.715
515.25,511.4,512.88,506.4,513.26,515,511.838,510.366,507.7913333,509.9575
511.4,512.88,506.4,513.26,515,512.19,511.788,508.845,507.8246667,509.345
512.88,506.4,513.26,515,512.19,512.75,511.946,506.857,508.0466667,509.3255
506.4,513.26,515,512.19,512.75,506.61,511.92,505.324,508.9066667,509.3285
513.26,515,512.19,512.75,506.61,497.92,511.962,505.544,509.548,509.5085
515,512.19,512.75,506.61,497.92,500.04,508.894,505.768,509.3306667,509.651
512.19,512.75,506.61,497.92,500.04,491.52,505.902,505.843,508.5306667,509.4955
512.75,506.61,497.92,500.04,491.52,497.55,501.768,506.097,508.452,509.286
506.61,497.92,500.04,491.52,497.55,508.6,498.728,507.4,508.4646667,509.1365
497.92,500.04,491.52,497.55,508.6,515.5,499.126,508.341,508.6906667,509.506
500.04,491.52,497.55,508.6,515.5,515.75,502.642,509.549,509.9033333,510.2355
491.52,497.55,508.6,515.5,515.75,514.73,505.784,509.845,510.6933333,511.2395
497.55,508.6,515.5,515.75,514.73,525.78,510.426,511.794,511.792,514.093
508.6,515.5,515.75,514.73,525.78,516.02,516.072,513.333,512.606,516.6905
515.5,515.75,514.73,525.78,516.02,510,517.556,513.473,512.966,519.0105
515.75,514.73,525.78,516.02,510,503,516.456,513.534,512.7666667,520.885
514.73,525.78,516.02,510,503,511.01,513.906,513.148,513.058,522.7055
525.78,516.02,510,503,511.01,512.94,513.162,512.475,515.3153333,524.2355
516.02,510,503,511.01,512.94,510,510.594,510.873,516.8966667,525.17
510,503,511.01,512.94,510,516.11,509.39,510.671,519.4953333,526.536
503,511.01,512.94,510,516.11,511.89,510.612,510.922,522.3613333,528.164
511.01,512.94,510,516.11,511.89,508,512.39,512.634,525.6386667,529.984
512.94,510,516.11,511.89,508,509.76,511.788,516.392,527.9266667,531.515
510,516.11,511.89,508,509.76,514,511.152,520.048,530.0286667,532.585
516.11,511.89,508,509.76,514,512.51,511.952,524.548,532.2513333,533.604
511.89,508,509.76,514,512.51,520.12,511.232,528.236,534.0146667,533.9335
508,509.76,514,512.51,520.12,548.59,512.878,532.263,535.8486667,534.5895
509.76,514,512.51,520.12,548.59,549.5,520.996,535.996,538.0906667,535.504
514,512.51,520.12,548.59,549.5,555,528.944,539.467,539.7293333,536.529
512.51,520.12,548.59,549.5,555,552.99,537.144,542.401,540.8213333,537.2
520.12,548.59,549.5,555,552.99,552.16,545.24,545.406,541.5006667,537.8235
548.59,549.5,555,552.99,552.16,545.33,551.648,547.334,541.8266667,537.523
549.5,555,552.99,552.16,545.33,544.47,550.996,546.638,540.34,535.592
555,552.99,552.16,545.33,544.47,543.34,549.99,545.122,539.0573333,533.8325
552.99,552.16,545.33,544.47,543.34,542.56,547.658,542.66,537.2186667,531.8425
552.16,545.33,544.47,543.34,542.56,539.4,545.572,539.631,535.3513333,529.4875
545.33,544.47,543.34,542.56,539.4,541.63,543.02,536.916,532.8146667,527.0215
544.47,543.34,542.56,539.4,541.63,534.34,542.28,535.012,530.4573333,525.017
543.34,542.56,539.4,541.63,534.34,530.38,540.254,533.591,528.4466667,523.032
542.56,539.4,541.63,534.34,530.38,522.7,537.662,531.999,526.5706667,521.432
539.4,541.63,534.34,530.38,522.7,525.01,533.69,530.241,524.126,520.0785
541.63,534.34,530.38,522.7,525.01,526.29,530.812,527.712,521.6886667,518.8615
534.34,530.38,522.7,525.01,526.29,530.26,527.744,524.546,519.2626667,517.6925
530.38,522.7,525.01,526.29,530.26,527.42,526.928,522.543,517.2913333,516.9175
522.7,525.01,526.29,530.26,527.42,524.98,526.336,521.025,516.022,515.752
525.01,526.29,530.26,527.42,524.98,514.11,526.792,519.344,515.5413333,514.637
526.29,530.26,527.42,524.98,514.11,509.97,524.612,517.127,514.878,513.282
530.26,527.42,524.98,514.11,509.97,514.31,521.348,515.022,514.342,511.8975
527.42,524.98,514.11,509.97,514.31,515.2,518.158,512.473,513.5806667,509.74
524.98,514.11,509.97,514.31,515.2,505.89,515.714,510.865,512.224,507.545
514.11,509.97,514.31,515.2,505.89,502.84,511.896,509.916,510.5853333,505.0125
509.97,514.31,515.2,505.89,502.84,505.24,509.642,510.011,509.5053333,503.0055
514.31,515.2,505.89,502.84,505.24,504.77,508.696,510.839,508.7473333,501.3
515.2,505.89,502.84,505.24,504.77,511.34,506.788,511.292,506.934,499.1145
505.89,502.84,505.24,504.77,511.34,515.49,506.016,510.479,504.822,496.8705
502.84,505.24,504.77,511.34,515.49,515.06,507.936,509.93,502.718,495.124
505.24,504.77,511.34,515.49,515.06,518.25,510.38,509.437,500.7933333,493.6125
504.77,511.34,515.49,515.06,518.25,518.84,512.982,508.773,498.8346667,491.2505
511.34,515.49,515.06,518.25,518.84,507.07,515.796,507.007,496.5566667,489.101
515.49,515.06,518.25,518.84,507.07,500.4,514.942,504.225,493.822,486.871
515.06,518.25,518.84,507.07,500.4,497.91,511.924,500.109,490.8533333,484.17
518.25,518.84,507.07,500.4,497.91,498.6,508.494,496,488.0233333,481.8795
518.84,507.07,500.4,497.91,498.6,487.11,504.564,491.761,484.0066667,479.3075
507.07,500.4,497.91,498.6,487.11,483.52,498.218,486.937,480.2026667,476.729
500.4,497.91,498.6,487.11,483.52,474.33,493.508,483.262,477.514,474.9315
497.91,498.6,487.11,483.52,474.33,473.97,488.294,480.318,474.9186667,473.573
498.6,487.11,483.52,474.33,473.97,475.86,483.506,477.788,473.008,471.9665
487.11,483.52,474.33,473.97,475.86,470.6,478.958,473.728,470.8886667,470.4865
483.52,474.33,473.97,475.86,470.6,470.32,475.656,471.195,469.566,469.7
474.33,473.97,475.86,470.6,470.32,470.96,473.016,469.517,468.7393333,469.4745
473.97,475.86,470.6,470.32,470.96,472.61,472.342,468.231,468.666,469.817
475.86,470.6,470.32,470.96,472.61,458,472.07,467.759,468.12,470.018
470.6,470.32,470.96,472.61,458,461.78,468.498,466.854,467.6626667,470.1015
470.32,470.96,472.61,458,461.78,466.74,466.734,466.521,467.7146667,470.5255
470.96,472.61,458,461.78,466.74,461.47,466.018,466.601,468.294,471.1335
472.61,458,461.78,466.74,461.47,469.25,464.12,466.828,468.9753333,471.168
458,461.78,466.74,461.47,469.25,466.81,463.448,466.145,469.334,471.338
461.78,466.74,461.47,469.25,466.81,467.27,465.21,467.245,470.636,472.078
466.74,461.47,469.25,466.81,467.27,471.12,466.308,468.205,471.7893333,472.7025
461.47,469.25,466.81,467.27,471.12,473.23,467.184,469.432,472.8386667,472.68
469.25,466.81,467.27,471.12,473.23,465.78,469.536,471.403,473.5173333,472.976
466.81,467.27,471.12,473.23,465.78,469,468.842,472.277,473.968,472.74
467.27,471.12,473.23,465.78,469,471.38,469.28,473.349,474.3673333,472.7245
471.12,473.23,465.78,469,471.38,479.01,470.102,474.53,474.834,472.7715
473.23,465.78,469,471.38,479.01,481.18,471.68,475.666,474.512,472.791
465.78,469,471.38,479.01,481.18,477.99,473.27,475.508,474.1226667,472.6805
469,471.38,479.01,481.18,477.99,477.53,475.712,476.531,474.0393333,473.0215
471.38,479.01,481.18,477.99,477.53,479.08,477.418,476.911,473.8726667,472.498
479.01,481.18,477.99,477.53,479.08,482.48,478.958,477.2,473.6613333,471.837
481.18,477.99,477.53,479.08,482.48,471.65,479.652,475.928,473.1613333,470.9325
477.99,477.53,479.08,482.48,471.65,476.01,477.746,474.549,472.484,469.9675
